compound,node_id,original_name,primary_flavor,flavor_strength,salt,fat,acid,heat,umami,sweet,bitter,aromatic
1-popc,8606,1-Popc,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ocimen_quintoxide,8607,Ocimen_quintoxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
34686-71-0,8608,34686-71-0,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
acetylvalerenolic_acid,8609,Acetylvalerenolic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
caftaric_acid,8610,caftaric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vitispirane,8611,Vitispirane,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
6753-98-6,8612,6753-98-6,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
borneol,7989,Borneol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-santalol,8614,beta-SANTALOL,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
sinigrin,8615,Sinigrin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-elemene,8740,beta-Elemene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
87-91-2,8617,87-91-2,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(e)-hex-2-enoate,8618,(E)-hex-2-enoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
glucobrassicin,8619,Glucobrassicin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
s-allyl-l-cysteine,8620,S-allyl-L-cysteine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
valencene,8621,Valencene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cid_9989713,8622,CID_9989713,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-bisabolene,8623,beta-Bisabolene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-cadinol,8624,alpha-Cadinol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alpha-selinene,8625,Alpha-Selinene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2-methylthioacetaldehyde,8626,2-Methylthioacetaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
(z)-hex-4-enal,8627,(Z)-Hex-4-enal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-mercapto-2-methyl-1-pentanol,8628,2-Mercapto-2-Methyl-1-Pentanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(e,e)-2,4-decadienoic_isobutylamide",8629,"(E,E)-2,4-Decadienoic_isobutylamide",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(r)-beta-himachalene,8630,(R)-beta-himachalene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
sabinene_hydrate,7964,Sabinene_hydrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
caryophyllene_alcohol,8632,Caryophyllene_alcohol,aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
(-)-alpha-himachalene,8633,(-)-alpha-Himachalene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55896-93-0,8634,55896-93-0,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cid_12305247,8635,CID_12305247,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-muurolene,8636,alpha-Muurolene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alpha-cadinene,8637,alpha-Cadinene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"2-pentenal,_(z)-",8638,"2-Pentenal,_(Z)-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
unii-m41y60o5bz,8639,UNII-M41Y60O5BZ,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
clove_oil,8640,Clove_Oil,fat,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
(r)-(+)-dihydro-alpha-ionone,8641,(r)-(+)-dihydro-alpha-ionone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ganoderic_acid_a,8642,Ganoderic_acid_A,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wln:_r1u1vo1r,8643,WLN:_R1U1VO1R,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(+)-gamma-gurjunene,8644,(+)-gamma-Gurjunene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
99583-29-6,8645,99583-29-6,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
vitamin_u,8646,Vitamin_U,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-3-hexenyl_crotonate,8647,cis-3-Hexenyl_crotonate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cid_21159022,8648,CID_21159022,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
55123-21-2,8649,55123-21-2,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
hmdb05796,8650,HMDB05796,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
potassium_sorbate,8651,Potassium_Sorbate,salt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"santalol,_alpha-_and_beta-",8652,"Santalol,_alpha-_and_beta-",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"2-propen-1-one,_3-(4-hydroxyphenyl)-1-phenyl-",8653,"2-Propen-1-one,_3-(4-hydroxyphenyl)-1-phenyl-",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(rs)-norcoclaurinium,8654,(RS)-norcoclaurinium,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
s-methyl_4-methylpentanethioate,8655,S-Methyl_4-methylpentanethioate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
d-isoleucine_methyl_ester_hydrochloride,8656,D-Isoleucine_Methyl_Ester_Hydrochloride,salt,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
l-ascorbic_acid,8657,l-ascorbic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33368-82-0,8658,33368-82-0,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
156420-69-8,8659,156420-69-8,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-[(methylthio)methyl]-2-butenal,8660,2-[(Methylthio)methyl]-2-butenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-alpha-copaene,8661,(-)-alpha-Copaene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"glycerides,_palm-oil_mono-_and_di-,_hydrogenated,_3-oxododecanoates",8662,"Glycerides,_palm-oil_mono-_and_di-,_hydrogenated,_3-oxododecanoates",fat,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"glycerides,_palm-oil_mono-_and_di-,_hydrogenated,_3-oxooctanoates",8663,"Glycerides,_palm-oil_mono-_and_di-,_hydrogenated,_3-oxooctanoates",fat,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3-methyl-2-oxobutanoic_acid,7103,3-Methyl-2-oxobutanoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2-oxobutanoic_acid,7104,2-oxobutanoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-methyl-2-oxovaleric_acid,7105,4-Methyl-2-oxovaleric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"3,4-dihydroxybenzoic_acid",7106,"3,4-Dihydroxybenzoic_Acid",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3-phenylpropanoic_acid,7107,3-Phenylpropanoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-hydroxybenzyl_alcohol,7108,4-hydroxybenzyl_alcohol,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4-hydroxybenzaldehyde,7109,4-hydroxybenzaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4-hydroxybenzoic_acid,7110,4-Hydroxybenzoic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
acetic_acid,7111,acetic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
acetaldehyde,7112,acetaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
acetamide,7113,acetamide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
acetoin,7114,acetoin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
acetone,7115,acetone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
adipic_acid,7116,adipic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
benzaldehyde,7117,benzaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
benzoic_acid,7118,benzoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
benzyl_alcohol,7119,benzyl_alcohol,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
betaine,7120,betaine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
butyraldehyde,7121,butyraldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2,3-butanediol",7122,"2,3-butanediol",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-butanol,7123,1-butanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
butyric_acid,7124,butyric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
formic_acid,7125,formic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aconitic_acid,7126,Aconitic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
citric_acid,7127,citric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hydrochloric_acid,7128,hydrochloric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
coumarin,7129,coumarin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-isopropylbenzyl_alcohol,7130,4-isopropylbenzyl_alcohol,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4-isopropylbenzaldehyde,7131,4-isopropylbenzaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2-methoxy-4-vinylphenol,7132,2-Methoxy-4-vinylphenol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
o-cresol,7133,o-cresol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
salicylic_acid,7134,salicylic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
m-cresol,7135,m-cresol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
octane,7136,octane,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
octanoic_acid,7137,octanoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hydrogen_sulfide,7138,hydrogen_sulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
octanal,7139,Octanal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
guaiacol,7140,guaiacol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-methylthio-2-oxobutanoic_acid,7141,4-Methylthio-2-oxobutanoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
propionaldehyde,7142,Propionaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dl-alanine,7143,Dl-Alanine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
lactic_acid,7144,lactic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"2,3-butanedione",7145,"2,3-butanedione",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dihydrocoumarin,7146,dihydrocoumarin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dimethyl_sulfoxide,7147,dimethyl_sulfoxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethanol,7148,ethanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
glutaric_acid,7149,Glutaric_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
glycerol,7150,glycerol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
hydrogen_cyanide,7151,hydrogen_cyanide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
hydrogen_peroxide,7152,hydrogen_peroxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
indole,7153,indole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
indole-3-acetic_acid,7154,indole-3-acetic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dl-tartaric_acid,7155,DL-Tartaric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dl-methionine,7156,Dl-Methionine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methanethiol,7157,methanethiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methylglyoxal,7158,methylglyoxal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methanol,7159,methanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
naphthalene,7160,naphthalene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1-octanol,7161,1-octanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-hydroxypyruvic_acid,7162,3-Hydroxypyruvic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
palmitic_acid,7163,palmitic_acid,fat,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
dl-phenylalanine,7164,Dl-Phenylalanine,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phenol,7165,phenol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phenylacetaldehyde,7166,phenylacetaldehyde,aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
phenylacetic_acid,7167,Phenylacetic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phenethylamine,7168,Phenethylamine,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"1,2-propanediol",7169,"1,2-propanediol",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-propanol,7170,1-propanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
propionic_acid,7171,propionic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pyridine,7172,Pyridine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
pyruvic_acid,7173,Pyruvic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dimethyl_sulfide,7174,dimethyl_sulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
succinic_acid,7175,succinic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sulfur_dioxide,7176,sulfur_dioxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
taurine,7177,taurine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
thiamine,7178,thiamine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-methyl-5-thiazoleethanol,7179,4-Methyl-5-Thiazoleethanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
toluene,7180,toluene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trimethylamine,7181,trimethylamine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dl-valine,7182,DL-Valine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
vanillin,7183,vanillin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4a(2h)-naphthol,_octahydro-4,8a-dimethyl-",7184,"4a(2H)-Naphthol,_octahydro-4,8a-dimethyl-",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"2,4-dihydroxybenzoic_acid",7185,"2,4-dihydroxybenzoic_acid",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dl-liquiritigenin,7186,DL-Liquiritigenin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
acetovanillone,7187,Acetovanillone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
benzyl_benzoate,7188,Benzyl_Benzoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
benzyl_isothiocyanate,7189,benzyl_isothiocyanate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
caffeine,7190,caffeine,bitter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
cinchonidine,7191,Cinchonidine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
eucalyptol,7192,Eucalyptol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
p-cresol,7193,P-Cresol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
decanoic_acid,7194,Decanoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nonivamide,7195,Nonivamide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dibutyl_phthalate,7196,dibutyl_phthalate,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
benzophenone,7197,Benzophenone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
eugenol,7198,eugenol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gingerol,7199,gingerol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
isopropanol,7200,isopropanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
lanatoside_c,7201,lanatoside_C,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
lauric_acid,7202,lauric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
methoxsalen,7203,methoxsalen,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_salicylate,7204,methyl_salicylate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
myristicin,8673,Myristicin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1-(4-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-2,6-dihydroxyphenyl)-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",7206,"1-(4-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-2,6-dihydroxyphenyl)-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
papaverine,7207,papaverine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
phloretin,7208,phloretin,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
propyl_gallate,7209,propyl_gallate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
resorcinol,7210,resorcinol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
safrole,7211,safrole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
stearic_acid,7212,stearic_acid,fat,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
theobromine,7213,theobromine,bitter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
triacetin,7214,triacetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
tyramine,7215,tyramine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
10-undecenoic_acid,7216,10-Undecenoic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
d-sorbitol,7217,D-Sorbitol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
l-aspartic_acid,7218,L-aspartic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
l-lysine,7219,L-lysine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
allyl_isothiocyanate,7220,Allyl_Isothiocyanate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
tributyrin,7221,Tributyrin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-phenylethanol,7222,2-Phenylethanol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
phlorizin,7223,Phlorizin,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
l-phenylalanine,7224,L-phenylalanine,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hexanal,7225,Hexanal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
thiamine_hydrochloride,7226,Thiamine_Hydrochloride,salt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dimethyl_sulfone,7227,Dimethyl_sulfone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
d-mannitol,7228,D-mannitol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
l-histidine,7229,L-histidine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-pentanol,7230,1-Pentanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
l-arginine,7231,L-arginine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethanamine,7232,Ethanamine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethanethiol,7233,Ethanethiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dichloromethane,7234,Dichloromethane,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isopropylamine,7235,Isopropylamine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-propanethiol,8676,2-Propanethiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-methyl-2-butanol,7237,2-Methyl-2-Butanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bornyl_acetate,7238,Bornyl_Acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-methyl-3-pentanol,7239,3-Methyl-3-Pentanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
triethyl_citrate,7240,Triethyl_Citrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
linalyl_isobutyrate,7241,Linalyl_isobutyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isophorone,7242,Isophorone,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
linalool,7243,Linalool,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isobutylamine,7244,Isobutylamine,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
